"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27"
313,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea"
314,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea"
315,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea"
316,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea"
317,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Newcastle","Man City","Swansea"
318,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea"
319,"Newcastle","Chelsea","Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Crystal Palace","Man Utd","Newcastle","Man City","Swansea"
320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swansea"
321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea"
322,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea"
323,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea"
324,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
325,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
326,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Leicester","Brighton","Bournemouth","Watford","West Brom"
327,NA,"Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
328,"Arsenal","Brighton","Man Utd","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
329,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
330,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
332,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
333,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
334,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","Leicester","Brighton","Bournemouth","Watford","West Brom"
335,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
336,NA,"Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
337,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom"
338,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
339,NA,NA,"Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
340,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
341,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
342,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
343,NA,NA,NA,NA,"Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
344,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
345,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
346,NA,NA,NA,NA,NA,NA,NA,"Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
347,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Ham","Newcastle","Everton"
349,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
350,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
352,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton"
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
354,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
355,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
356,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
357,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
358,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
359,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
360,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
361,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
362,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
363,"Southampton","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
364,NA,NA,NA,"Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace"
365,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","West Brom","Leicester","Arsenal","Crystal Palace"
366,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
367,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
368,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
369,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
370,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
371,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
372,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
373,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
375,NA,NA,"Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
376,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
377,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
378,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
379,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth"
380,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
381,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
383,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
384,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
385,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
386,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
387,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
388,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
389,"Arsenal","Brighton","Man Utd","Chelsea","Huddersfield","Liverpool","Bournemouth","West Brom","Swansea","Everton","Stoke","Man City","West Ham","Tottenham","Burnley","Newcastle","Southampton","Crystal Palace","Man Utd","Watford","Liverpool","Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chelsea","Watford","Everton","Swansea","Man City"
391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huddersfield","Chelsea","Watford","Everton","Swansea","Man City"
392,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
393,"Leicester","Stoke","Liverpool","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
394,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
395,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
396,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
397,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
398,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
399,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
400,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
401,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
402,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
403,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton"
404,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester"
405,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester"
406,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester"
407,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester"
